"transcription_factor","target_gene"
"FOXP3","TRPM3"
"FOXP3","PGAP1"
"FOXP3","ATF7IP2"
"FOXP3","VCPIP1"
"FOXP3","C6orf97"
"FOXP3","SIKE1"
"FOXP3","UXS1"
"FOXP3","AGSK1"
"FOXP3","ATHL1"
"FOXP3","CTC1"
"FOXP3","IFT74"
"FOXP3","KIAA0226L"
"FOXP3","MUS81"
"FOXP3","FUZ"
"FOXP3","HKDC1"
"FOXP3","FBXO11"
"FOXP3","CHD9"
"FOXP3","SPG11"
"FOXP3","PROSER1"
"FOXP3","C21orf96"
"FOXP3","ALPK1"
"FOXP3","WDR96"
"FOXP3","RAB11FIP1"
"FOXP3","PAAF1"
"FOXP3","CXorf21"
"FOXP3","WDR26"
"FOXP3","CEP63"
"FOXP3","C16orf70"
"FOXP3","EDEM3"
"FOXP3","TET1"
"FOXP3","EPC1"
"FOXP3","CPEB4"
"FOXP3","CXXC4"
"FOXP3","SP6"
"FOXP3","KCNIP4"
"FOXP3","WDR82"
"FOXP3","PABPC1L"
"FOXP3","TRAF3IP3"
"FOXP3","DCAF11"
"FOXP3","ZSCAN16"
"FOXP3","LPAL2"
"FOXP3","TNKS2"
"FOXP3","PDCD1LG2"
"FOXP3","AKR1D1P1"
"FOXP3","AKNA"
"FOXP3","ESX1"
"FOXP3","SLC44A4"
"FOXP3","LY6G5C"
"FOXP3","AARSD1"
"FOXP3","NDFIP1"
"FOXP3","CYB5B"
"FOXP3","INTS5"
"FOXP3","CEP44"
"FOXP3","ZNF436"
"FOXP3","EEPD1"
"FOXP3","DUSP16"
"FOXP3","ZFP91"
"FOXP3","JHDM1D"
"FOXP3","SETD7"
"FOXP3","PRRT1"
"FOXP3","ZBP1"
"FOXP3","OR7E101P"
"FOXP3","OR4A5"
"FOXP3","OR2AS1P"
"FOXP3","OR11I1P"
"FOXP3","OR10AA1P"
"FOXP3","SLC38A1"
"FOXP3","VOPP1"
"FOXP3","YIPF5"
"FOXP3","FAM117A"
"FOXP3","LMAN2L"
"FOXP3","APOLD1"
"FOXP3","FIP1L1"
"FOXP3","TSPAN14"
"FOXP3","DIAPH3"
"FOXP3","MAP1LC3B"
"FOXP3","VMP1"
"FOXP3","C6orf62"
"FOXP3","OR2B2"
"FOXP3","C15orf5"
"FOXP3","DOCK8"
"FOXP3","NUAK2"
"FOXP3","NETO1"
"FOXP3","SBF2"
"FOXP3","RNF146"
"FOXP3","MED25"
"FOXP3","PKP2P1"
"FOXP3","ADPGK"
"FOXP3","SH3BGRL3"
"FOXP3","DDX59"
"FOXP3","PLVAP"
"FOXP3","TTC25"
"FOXP3","NUF2"
"FOXP3","DNAL1"
"FOXP3","RASSF5"
"FOXP3","LUZP3P"
"FOXP3","CCM2"
"FOXP3","FAM107B"
"FOXP3","CCDC3"
"FOXP3","SESN2"
"FOXP3","SLC4A9"
"FOXP3","FERMT3"
"FOXP3","RIOK1"
"FOXP3","ATG10"
"FOXP3","FRMD8"
"FOXP3","ANGPTL6"
"FOXP3","RSPH3"
"FOXP3","HMCN1"
"FOXP3","TBC1D10A"
"FOXP3","TM2D2"
"FOXP3","CDCA7"
"FOXP3","FGFBP2"
"FOXP3","GSG2"
"FOXP3","STARD3NL"
"FOXP3","TM2D1"
"FOXP3","IMMP2L"
"FOXP3","ITFG3"
"FOXP3","NCALD"
"FOXP3","FAM172A"
"FOXP3","CTTNBP2"
"FOXP3","B3GNT5"
"FOXP3","OBSCN"
"FOXP3","MND1"
"FOXP3","GPR98"
"FOXP3","DTNBP1"
"FOXP3","TMEM222"
"FOXP3","SLC10A7"
"FOXP3","ARMC2"
"FOXP3","HORMAD1"
"FOXP3","QRICH2"
"FOXP3","FBXO30"
"FOXP3","USP44"
"FOXP3","ACAD11"
"FOXP3","USP42"
"FOXP3","ZNRF3"
"FOXP3","FAM176A"
"FOXP3","ZNF644"
"FOXP3","ARID5B"
"FOXP3","NLRC5"
"FOXP3","ZCCHC7"
"FOXP3","SETD3"
"FOXP3","TBC1D3F"
"FOXP3","RGPD5"
"FOXP3","LRRC8C"
"FOXP3","RHBDD1"
"FOXP3","SLC37A3"
"FOXP3","FBXW9"
"FOXP3","POLR3GL"
"FOXP3","C9orf64"
"FOXP3","CHCHD5"
"FOXP3","YIPF4"
"FOXP3","NOA1"
"FOXP3","EFCAB2"
"FOXP3","WDR83"
"FOXP3","PHF6"
"FOXP3","GINS4"
"FOXP3","DDI2"
"FOXP3","WIBG"
"FOXP3","TMEM107"
"FOXP3","LSMD1"
"FOXP3","C3orf26"
"FOXP3","LZIC"
"FOXP3","PCGF5"
"FOXP3","AKT1S1"
"FOXP3","HPS3"
"FOXP3","C2orf40"
"FOXP3","C5orf32"
"FOXP3","MAML2"
"FOXP3","EFCAB7"
"FOXP3","L3MBTL3"
"FOXP3","LCOR"
"FOXP3","MEGF11"
"FOXP3","FAM120B"
"FOXP3","ARPM1"
"FOXP3","ACSS1"
"FOXP3","KBTBD8"
"FOXP3","COL25A1"
"FOXP3","FNDC1"
"FOXP3","GPR174"
"FOXP3","SPZ1"
"FOXP3","FAM126A"
"FOXP3","USP32"
"FOXP3","SLC9A7"
"FOXP3","MYO18B"
"FOXP3","GTPBP3"
"FOXP3","PLEKHA8"
"FOXP3","PRRC2B"
"FOXP3","CBX2"
"FOXP3","B3GNT9"
"FOXP3","MGC11082"
"FOXP3","LINC00467"
"FOXP3","MGC12916"
"FOXP3","RTN4IP1"
"FOXP3","C6orf105"
"FOXP3","ANKRD36BP1"
"FOXP3","PHF5A"
"FOXP3","ZC3H10"
"FOXP3","C1orf198"
"FOXP3","SPPL2A"
"FOXP3","ADO"
"FOXP3","ZSCAN10"
"FOXP3","RNFT2"
"FOXP3","C9orf3"
"FOXP3","LRP11"
"FOXP3","DIRC2"
"FOXP3","PRPF38A"
"FOXP3","TNS4"
"FOXP3","NUDCD1"
"FOXP3","RELT"
"FOXP3","SYTL1"
"FOXP3","UBASH3B"
"FOXP3","JUB"
"FOXP3","TOX2"
"FOXP3","FRMD5"
"FOXP3","MIR22HG"
"FOXP3","RBM17"
"FOXP3","USP45"
"FOXP3","C18orf45"
"FOXP3","REPS1"
"FOXP3","TMEM60"
"FOXP3","HIST1H2AH"
"FOXP3","HIST1H2BK"
"FOXP3","PPIL4"
"FOXP3","PAQR8"
"FOXP3","TRIM5"
"FOXP3","ZCCHC3"
"FOXP3","SNORD14C"
"FOXP3","SNORD14D"
"FOXP3","SNORD14E"
"FOXP3","NKD1"
"FOXP3","CCNB3"
"FOXP3","DOCK7"
"FOXP3","DCLK3"
"FOXP3","ITPRIP"
"FOXP3","UNK"
"FOXP3","TANC1"
"FOXP3","SSH2"
"FOXP3","PNPT1"
"FOXP3","A2LD1"
"FOXP3","ANKRD13A"
"FOXP3","UMODL1"
"FOXP3","PPP1R3F"
"FOXP3","FAM7A1"
"FOXP3","ARHGAP11B"
"FOXP3","FGD3"
"FOXP3","FAM125B"
"FOXP3","KLHL6"
"FOXP3","SEC16B"
"FOXP3","AQP10"
"FOXP3","TMEM116"
"FOXP3","KIR3DX1"
"FOXP3","FLJ20021"
"FOXP3","ZNF30"
"FOXP3","PHLDB2"
"FOXP3","EFCAB11"
"FOXP3","KIAA2013"
"FOXP3","FAM105B"
"FOXP3","LINC00263"
"FOXP3","CEACAM21"
"FOXP3","C3orf25"
"FOXP3","CCDC97"
"FOXP3","ATP6V1E2"
"FOXP3","BMF"
"FOXP3","ERI1"
"FOXP3","LRRC46"
"FOXP3","SCRN2"
"FOXP3","MLIP"
"FOXP3","SHF"
"FOXP3","LYRM7"
"FOXP3","STARD13"
"FOXP3","SEC11C"
"FOXP3","FAM104B"
"FOXP3","CEP95"
"FOXP3","TMEM55B"
"FOXP3","NUP210L"
"FOXP3","GUSBP11"
"FOXP3","DDX60L"
"FOXP3","CDKN2AIPNL"
"FOXP3","ANKRD40"
"FOXP3","SESTD1"
"FOXP3","BTF3L4"
"FOXP3","FAM113B"
"FOXP3","ANKRD44"
"FOXP3","RSAD2"
"FOXP3","UBXN11"
"FOXP3","PLXNA4"
"FOXP3","CHURC1"
"FOXP3","DEPDC7"
"FOXP3","IDI2"
"FOXP3","C14orf43"
"FOXP3","FAM55C"
"FOXP3","RFT1"
"FOXP3","TIMD4"
"FOXP3","SNX29"
"FOXP3","ZC3HAV1L"
"FOXP3","OXNAD1"
"FOXP3","MTDH"
"FOXP3","TMEM88"
"FOXP3","UBTD2"
"FOXP3","CDHR1"
"FOXP3","DUSP27"
"FOXP3","RCSD1"
"FOXP3","TMEM132C"
"FOXP3","C17orf72"
"FOXP3","METTL18"
"FOXP3","NAF1"
"FOXP3","CCDC64"
"FOXP3","FANK1"
"FOXP3","MOB1B"
"FOXP3","TIFA"
"FOXP3","C20orf72"
"FOXP3","FAM114A1"
"FOXP3","TMEM169"
"FOXP3","HELB"
"FOXP3","HIST3H2A"
"FOXP3","HNRPLL"
"FOXP3","NEURL3"
"FOXP3","SP140L"
"FOXP3","MMGT1"
"FOXP3","TBCK"
"FOXP3","ARHGAP18"
"FOXP3","ATPIF1"
"FOXP3","CLEC6A"
"FOXP3","SFXN1"
"FOXP3","ORMDL1"
"FOXP3","SYTL3"
"FOXP3","ARHGAP12"
"FOXP3","H2AFV"
"FOXP3","EPSTI1"
"FOXP3","TP53INP1"
"FOXP3","FNIP1"
"FOXP3","TGS1"
"FOXP3","MYL12B"
"FOXP3","ERI2"
"FOXP3","GTF3C6"
"FOXP3","LINC00152"
"FOXP3","WDR89"
"FOXP3","GLB1L3"
"FOXP3","CCDC104"
"FOXP3","PLCD3"
"FOXP3","CASC4"
"FOXP3","GLCCI1"
"FOXP3","ADC"
"FOXP3","PALM2"
"FOXP3","MIR155HG"
"FOXP3","LRRC37B"
"FOXP3","CYGB"
"FOXP3","BTBD9"
"FOXP3","CSMD3"
"FOXP3","SLC25A25"
"FOXP3","SLITRK1"
"FOXP3","RNF157"
"FOXP3","GALNT13"
"FOXP3","KLHL29"
"FOXP3","CROCCP3"
"FOXP3","FHAD1"
"FOXP3","SLAMF6"
"FOXP3","OSBPL1A"
"FOXP3","OSBPL6"
"FOXP3","OSBPL7"
"FOXP3","OSBPL9"
"FOXP3","OSBPL10"
"FOXP3","C1QTNF6"
"FOXP3","C1QTNF7"
"FOXP3","FBXO32"
"FOXP3","TMEM123"
"FOXP3","C8orf40"
"FOXP3","MRFAP1L1"
"FOXP3","SLC25A26"
"FOXP3","PCMTD1"
"FOXP3","FCRL3"
"FOXP3","GBP4"
"FOXP3","GBP5"
"FOXP3","UHRF2"
"FOXP3","RASGRP4"
"FOXP3","WDFY2"
"FOXP3","RMI2"
"FOXP3","OSR2"
"FOXP3","LRRC58"
"FOXP3","FOXP4"
"FOXP3","WDR92"
"FOXP3","MOGAT1"
"FOXP3","SLC26A8"
"FOXP3","FAM129A"
"FOXP3","C6orf192"
"FOXP3","MED12L"
"FOXP3","ARAP2"
"FOXP3","ARAP1"
"FOXP3","AGAP1"
"FOXP3","AGAP3"
"FOXP3","MIA2"
"FOXP3","SLC16A10"
"FOXP3","TAGAP"
"FOXP3","PARD3B"
"FOXP3","RFFL"
"FOXP3","LOH12CR1"
"FOXP3","ANTXR2"
"FOXP3","ZMYND17"
"FOXP3","PIK3AP1"
"FOXP3","ANKRD22"
"FOXP3","AGAP4"
"FOXP3","SFR1"
"FOXP3","ANAPC16"
"FOXP3","SFXN4"
"FOXP3","CPXM2"
"FOXP3","CYP2R1"
"FOXP3","RPS6P17"
"FOXP3","AMICA1"
"FOXP3","DEPDC4"
"FOXP3","C12orf59"
"FOXP3","SLC15A4"
"FOXP3","ERP27"
"FOXP3","FGD4"
"FOXP3","AEBP2"
"FOXP3","SPPL3"
"FOXP3","RXFP2"
"FOXP3","SLAIN1"
"FOXP3","PRR20A"
"FOXP3","PPIAP24"
"FOXP3","FRMD6"
"FOXP3","NAA30"
"FOXP3","JDP2"
"FOXP3","TC2N"
"FOXP3","LEO1"
"FOXP3","SENP8"
"FOXP3","TARSL2"
"FOXP3","LRRC28"
"FOXP3","WHAMM"
"FOXP3","FSD2"
"FOXP3","PLA2G4E"
"FOXP3","DCUN1D3"
"FOXP3","IQCK"
"FOXP3","CDYL2"
"FOXP3","METTL23"
"FOXP3","OR4D2"
"FOXP3","MSI2"
"FOXP3","ZPBP2"
"FOXP3","KRBA2"
"FOXP3","HEXIM2"
"FOXP3","SEZ6"
"FOXP3","LOC124974"
"FOXP3","GGT6"
"FOXP3","MRPL10"
"FOXP3","WDR81"
"FOXP3","RN7SK"
"FOXP3","ZSWIM7"
"FOXP3","SMCR7"
"FOXP3","INO80C"
"FOXP3","TTC39C"
"FOXP3","ALDH16A1"
"FOXP3","ZNF792"
"FOXP3","NR2C2AP"
"FOXP3","CCDC163P"
"FOXP3","C1orf96"
"FOXP3","HIST2H3C"
"FOXP3","OR2T34"
"FOXP3","ATP6V1G3"
"FOXP3","TMCO2"
"FOXP3","TCEANC2"
"FOXP3","LRRC39"
"FOXP3","RNF19B"
"FOXP3","RPL18AP4"
"FOXP3","DNAH14"
"FOXP3","UBXN10"
"FOXP3","LOC127841"
"FOXP3","C1orf131"
"FOXP3","IQGAP3"
"FOXP3","HIST3H2BB"
"FOXP3","C1orf162"
"FOXP3","TSHZ2"
"FOXP3","ZNF831"
"FOXP3","C20orf94"
"FOXP3","CSTL1"
"FOXP3","EMID1"
"FOXP3","C2orf89"
"FOXP3","TAF8"
"FOXP3","FBLN7"
"FOXP3","ACMSD"
"FOXP3","PLEKHH2"
"FOXP3","ACVR1C"
"FOXP3","TTC32"
"FOXP3","SPATA3"
"FOXP3","LYPD6B"
"FOXP3","GALM"
"FOXP3","MDH1B"
"FOXP3","MTERFD2"
"FOXP3","CCDC148"
"FOXP3","CCDC58"
"FOXP3","LOC131185"
"FOXP3","ZPLD1"
"FOXP3","CD200R1"
"FOXP3","ZDHHC19"
"FOXP3","CRYBG3"
"FOXP3","DCBLD2"
"FOXP3","FAM43A"
"FOXP3","FAM194A"
"FOXP3","NUDT16"
"FOXP3","TMEM207"
"FOXP3","GLYCTK"
"FOXP3","PPM1M"
"FOXP3","SNTN"
"FOXP3","RPL32P3"
"FOXP3","LIN54"
"FOXP3","C4orf32"
"FOXP3","GNPDA2"
"FOXP3","ENPP6"
"FOXP3","SLC9B2"
"FOXP3","IL31RA"
"FOXP3","EMB"
"FOXP3","RPS10P12"
"FOXP3","NADKD1"
"FOXP3","RPL7AP32"
"FOXP3","TMEM174"
"FOXP3","POC5"
"FOXP3","ADAT2"
"FOXP3","STXBP5"
"FOXP3","NCOA7"
"FOXP3","CD109"
"FOXP3","RAET1E"
"FOXP3","PM20D2"
"FOXP3","SRSF12"
"FOXP3","SVOPL"
"FOXP3","C8orf38"
"FOXP3","TMEM68"
"FOXP3","TMEM71"
"FOXP3","ADHFE1"
"FOXP3","UNC5D"
"FOXP3","LETM2"
"FOXP3","RALYL"
"FOXP3","HGSNAT"
"FOXP3","C9orf85"
"FOXP3","C9orf135"
"FOXP3","DOCK11"
"FOXP3","ZNF358"
"FOXP3","MYO3B"
"FOXP3","NEK7"
"FOXP3","FAUP1"
"FOXP3","C20orf96"
"FOXP3","C20orf112"
"FOXP3","TRIM69"
"FOXP3","RPL7P2"
"FOXP3","RPL35AP"
"FOXP3","MACROD2"
"FOXP3","LINC00261"
"FOXP3","ISM1"
"FOXP3","C20orf152"
"FOXP3","STK35"
"FOXP3","C10orf129"
"FOXP3","CFL1P1"
"FOXP3","TRUB1"
"FOXP3","FLJ31958"
"FOXP3","VTI1A"
"FOXP3","LOC143188"
"FOXP3","C10orf46"
"FOXP3","MUC15"
"FOXP3","ARHGAP42"
"FOXP3","LAYN"
"FOXP3","SPTY2D1"
"FOXP3","SLC2A14"
"FOXP3","ALG10B"
"FOXP3","LINC00477"
"FOXP3","LOC144383"
"FOXP3","CPNE8"
"FOXP3","LOC144481"
"FOXP3","C12orf55"
"FOXP3","FBXL14"
"FOXP3","SLC38A6"
"FOXP3","C14orf82"
"FOXP3","RPLP1P1"
"FOXP3","CEP128"
"FOXP3","LOC145678"
"FOXP3","RPS3AP6"
"FOXP3","C15orf61"
"FOXP3","CCDC64B"
"FOXP3","B3GNTL1"
"FOXP3","DNAH2"
"FOXP3","SLC35G3"
"FOXP3","RUNDC1"
"FOXP3","KRT25"
"FOXP3","TMEM99"
"FOXP3","C18orf25"
"FOXP3","C18orf23"
"FOXP3","ZNF285B"
"FOXP3","LOC147791"
"FOXP3","FAM187B"
"FOXP3","SONP1"
"FOXP3","C1orf74"
"FOXP3","BROX"
"FOXP3","SAMD13"
"FOXP3","SLC35F3"
"FOXP3","LOC148696"
"FOXP3","HFE2"
"FOXP3","B3GALNT2"
"FOXP3","MFSD4"
"FOXP3","SLC30A7"
"FOXP3","KIAA1245"
"FOXP3","DCST1"
"FOXP3","IL23R"
"FOXP3","PDIK1L"
"FOXP3","C1orf210"
"FOXP3","BTBD19"
"FOXP3","PYHIN1"
"FOXP3","FAM71A"
"FOXP3","C20orf196"
"FOXP3","COMMD7"
"FOXP3","ZNF295-AS1"
"FOXP3","HORMAD2"
"FOXP3","C22orf42"
"FOXP3","ENTHD1"
"FOXP3","CBWD2"
"FOXP3","ANKAR"
"FOXP3","FAM117B"
"FOXP3","PUS10"
"FOXP3","LINC00309"
"FOXP3","PLB1"
"FOXP3","ARL6IP6"
"FOXP3","METTL21A"
"FOXP3","PPP1R1C"
"FOXP3","SLC38A11"
"FOXP3","LOC151276"
"FOXP3","SLC23A3"
"FOXP3","LOC151475"
"FOXP3","LOC151484"
"FOXP3","ASPRV1"
"FOXP3","WDSUB1"
"FOXP3","GPR155"
"FOXP3","EFHB"
"FOXP3","PPM1L"
"FOXP3","BTLA"
"FOXP3","MB21D2"
"FOXP3","PPP4R2"
"FOXP3","RNF38"
"FOXP3","CMC1"
"FOXP3","CCDC50"
"FOXP3","LOC152225"
"FOXP3","CNTN4"
"FOXP3","ZNF827"
"FOXP3","SCFD2"
"FOXP3","JAKMIP1"
"FOXP3","THAP6"
"FOXP3","C4orf45"
"FOXP3","RASGEF1B"
"FOXP3","CEP120"
"FOXP3","TMEM167A"
"FOXP3","ARSK"
"FOXP3","LOC153684"
"FOXP3","FAM71B"
"FOXP3","RNF145"
"FOXP3","CNKSR3"
"FOXP3","SAMD3"
"FOXP3","LOC154092"
"FOXP3","MBOAT1"
"FOXP3","RNF217"
"FOXP3","CCDC167"
"FOXP3","LOC154761"
"FOXP3","C7orf55"
"FOXP3","IQUB"
"FOXP3","LOC154872"
"FOXP3","GIMAP8"
"FOXP3","SLC2A7"
"FOXP3","NSUN5P1"
"FOXP3","RBM33"
"FOXP3","RPL21P11"
"FOXP3","SGK223"
"FOXP3","TMEM65"
"FOXP3","RDH10"
"FOXP3","ANKRD46"
"FOXP3","LOC157627"
"FOXP3","VPS13B"
"FOXP3","FAM91A1"
"FOXP3","KCNU1"
"FOXP3","C9orf66"
"FOXP3","RASEF"
"FOXP3","TTC39B"
"FOXP3","FAM120AOS"
"FOXP3","KIAA2026"
"FOXP3","LOC158376"
"FOXP3","LOC158402"
"FOXP3","PRUNE2"
"FOXP3","NKAPP1"
"FOXP3","USP54"
"FOXP3","CCDC147"
"FOXP3","SLC5A12"
"FOXP3","CLECL1"
"FOXP3","PSMC6P2"
"FOXP3","ALDH1L2"
"FOXP3","DENND5B"
"FOXP3","PPTC7"
"FOXP3","DGKH"
"FOXP3","FITM1"
"FOXP3","REM2"
"FOXP3","C15orf26"
"FOXP3","GOLGA6L4"
"FOXP3","FSIP1"
"FOXP3","ANKFN1"
"FOXP3","SLFN5"
"FOXP3","RHBDL3"
"FOXP3","KRT28"
"FOXP3","LPPR5"
"FOXP3","DENND1B"
"FOXP3","IL28RA"
"FOXP3","FLJ40434"
"FOXP3","SASS6"
"FOXP3","C1orf55"
"FOXP3","CNST"
"FOXP3","CCDC138"
"FOXP3","FAM179A"
"FOXP3","FAM171B"
"FOXP3","RNF168"
"FOXP3","SPATA5"
"FOXP3","GPR125"
"FOXP3","RASSF6"
"FOXP3","CDC20B"
"FOXP3","DCP2"
"FOXP3","OLIG3"
"FOXP3","TXLNB"
"FOXP3","GIMAP7"
"FOXP3","TMEM64"
"FOXP3","ZNF596"
"FOXP3","C9orf96"
"FOXP3","QSOX2"
"FOXP3","PGAM3P"
"FOXP3","GIMAP1"
"FOXP3","GPHA2"
"FOXP3","PPP1R18"
"FOXP3","ZNF384"
"FOXP3","ASXL1"
"FOXP3","CLYBL"
"FOXP3","FAM9B"
"FOXP3","FAM9C"
"FOXP3","CYS1"
"FOXP3","LINC00189"
"FOXP3","MPZL3"
"FOXP3","AMN1"
"FOXP3","ARID2"
"FOXP3","GRAMD2"
"FOXP3","PATL2"
"FOXP3","MLKL"
"FOXP3","NSMCE1"
"FOXP3","FAM129C"
"FOXP3","ALG14"
"FOXP3","LOC199882"
"FOXP3","NBPF11"
"FOXP3","TCTEX1D1"
"FOXP3","LOC200261"
"FOXP3","C22orf37"
"FOXP3","PIKFYVE"
"FOXP3","TMEM17"
"FOXP3","SPRED2"
"FOXP3","ARL13B"
"FOXP3","GABRR3"
"FOXP3","FAM18B2"
"FOXP3","FLCN"
"FOXP3","SAMD14"
"FOXP3","AMZ2P1"
"FOXP3","FBXO15"
"FOXP3","STT3B"
"FOXP3","FAM116A"
"FOXP3","TIGIT"
"FOXP3","C4orf34"
"FOXP3","TMEM192"
"FOXP3","CCDC111"
"FOXP3","TAPT1"
"FOXP3","FLJ39653"
"FOXP3","SPATA24"
"FOXP3","DNAJC18"
"FOXP3","RANBP3L"
"FOXP3","C5orf27"
"FOXP3","OSTCP1"
"FOXP3","TMEM184A"
"FOXP3","TUBB"
"FOXP3","HTRA4"
"FOXP3","ADAM32"
"FOXP3","C9orf93"
"FOXP3","NAIF1"
"FOXP3","ANKS6"
"FOXP3","HIPK1"
"FOXP3","KIAA2018"
"FOXP3","MTIF3"
"FOXP3","OR5M11"
"FOXP3","C10orf107"
"FOXP3","LOC219688"
"FOXP3","CCNY"
"FOXP3","RTKN2"
"FOXP3","TBCEL"
"FOXP3","TMEM136"
"FOXP3","OR5B21"
"FOXP3","GDPD4"
"FOXP3","C11orf82"
"FOXP3","LOC220077"
"FOXP3","DLEU7"
"FOXP3","OTUD1"
"FOXP3","HEPACAM"
"FOXP3","OAF"
"FOXP3","LRRC63"
"FOXP3","CBWD5"
"FOXP3","ZNF438"
"FOXP3","ZEB1-AS1"
"FOXP3","HNRNPA3"
"FOXP3","REEP3"
"FOXP3","JMJD1C"
"FOXP3","FAM171A1"
"FOXP3","NSUN6"
"FOXP3","ARL5B"
"FOXP3","LRRN4CL"
"FOXP3","HNRNPUL2"
"FOXP3","SPATA13"
"FOXP3","GPR114"
"FOXP3","C6orf170"
"FOXP3","TMEM217"
"FOXP3","FGD2"
"FOXP3","C6orf89"
"FOXP3","ZBTB12"
"FOXP3","RANP1"
"FOXP3","MGC39372"
"FOXP3","JAZF1"
"FOXP3","THSD7A"
"FOXP3","C7orf41"
"FOXP3","NAPEPLD"
"FOXP3","ATXN7L1"
"FOXP3","CDHR3"
"FOXP3","PXT1"
"FOXP3","TMEM130"
"FOXP3","ZNRF2"
"FOXP3","CNPY4"
"FOXP3","CNOT6L"
"FOXP3","AKR7A2P1"
"FOXP3","C21orf91-OT1"
"FOXP3","CKS1BP2"
"FOXP3","STXBP4"
"FOXP3","LOC253039"
"FOXP3","EPHX4"
"FOXP3","RICTOR"
"FOXP3","IPMK"
"FOXP3","ZBTB38"
"FOXP3","SLC25A30"
"FOXP3","CADM2"
"FOXP3","C6orf191"
"FOXP3","GNN"
"FOXP3","CERS6"
"FOXP3","ZDHHC20"
"FOXP3","YTHDF3"
"FOXP3","RALGAPA1"
"FOXP3","METTL20"
"FOXP3","METAP1D"
"FOXP3","SNX32"
"FOXP3","LOC254128"
"FOXP3","BPIFC"
"FOXP3","LPCAT4"
"FOXP3","C8orf46"
"FOXP3","ZDHHC23"
"FOXP3","RPL9P8"
"FOXP3","CASC2"
"FOXP3","C4orf22"
"FOXP3","MCOLN2"
"FOXP3","MBLAC1"
"FOXP3","COL24A1"
"FOXP3","NPNT"
"FOXP3","C3orf43"
"FOXP3","LOC256021"
"FOXP3","RPS2P32"
"FOXP3","EML3"
"FOXP3","C14orf48"
"FOXP3","SCML4"
"FOXP3","ST6GALNAC3"
"FOXP3","MFSD8"
"FOXP3","LYSMD2"
"FOXP3","C15orf55"
"FOXP3","KANK3"
"FOXP3","SERINC5"
"FOXP3","C1orf101"
"FOXP3","PLCXD2"
"FOXP3","RNF214"
"FOXP3","NEGR1"
"FOXP3","GPX6"
"FOXP3","UTS2D"
"FOXP3","LOC257358"
"FOXP3","SNX33"
"FOXP3","FAM133B"
"FOXP3","SGMS1"
"FOXP3","NALCN"
"FOXP3","ASPM"
"FOXP3","MDS2"
"FOXP3","IL4I1"
"FOXP3","NSUN5P2"
"FOXP3","TIPRL"
"FOXP3","STEAP2"
"FOXP3","HS6ST3"
"FOXP3","MDGA1"
"FOXP3","NPAS4"
"FOXP3","RGL4"
"FOXP3","NUP50P2"
"FOXP3","PGBD2"
"FOXP3","C14orf19"
"FOXP3","EIF1AXP1"
"FOXP3","C21orf71"
"FOXP3","NASPP1"
"FOXP3","POC1B"
"FOXP3","RBM20"
"FOXP3","LOC282997"
"FOXP3","LOC283045"
"FOXP3","LOC283104"
"FOXP3","C11orf85"
"FOXP3","NEAT1"
"FOXP3","BCL9L"
"FOXP3","FOXR1"
"FOXP3","P4HA3"
"FOXP3","FNTAP1"
"FOXP3","TTC9C"
"FOXP3","HARBI1"
"FOXP3","OTOGL"
"FOXP3","CD163L1"
"FOXP3","HSPD1P12"
"FOXP3","ZNF740"
"FOXP3","RASSF3"
"FOXP3","B4GALNT3"
"FOXP3","LOC283387"
"FOXP3","DPY19L2"
"FOXP3","CLEC9A"
"FOXP3","NME2P1"
"FOXP3","C12orf40"
"FOXP3","SUGT1P3"
"FOXP3","LINC00282"
"FOXP3","LOC283547"
"FOXP3","C14orf182"
"FOXP3","LOC283575"
"FOXP3","LOC283587"
"FOXP3","SNHG10"
"FOXP3","HMGN2P46"
"FOXP3","PRTG"
"FOXP3","LOC283683"
"FOXP3","LOC283701"
"FOXP3","FAM98B"
"FOXP3","GOLGA8IP"
"FOXP3","CES4A"
"FOXP3","EXOC3L1"
"FOXP3","LOC283887"
"FOXP3","CLEC18C"
"FOXP3","FAM100B"
"FOXP3","LOC284009"
"FOXP3","KIAA1267"
"FOXP3","DKFZp761P0212"
"FOXP3","LOC284191"
"FOXP3","LOC284219"
"FOXP3","FLJ25715"
"FOXP3","LOC284260"
"FOXP3","HMSD"
"FOXP3","LYPD5"
"FOXP3","LOC284475"
"FOXP3","NBPF15"
"FOXP3","FAM102B"
"FOXP3","ANKRD34A"
"FOXP3","LOC284632"
"FOXP3","LOC284648"
"FOXP3","LOC284688"
"FOXP3","ZNF326"
"FOXP3","LOC284757"
"FOXP3","LOC284788"
"FOXP3","LOC284804"
"FOXP3","LOC284939"
"FOXP3","RNF149"
"FOXP3","CCDC141"
"FOXP3","C2orf61"
"FOXP3","LOC285074"
"FOXP3","LOC285084"
"FOXP3","FLJ33534"
"FOXP3","CYP1B1-AS1"
"FOXP3","FAM126B"
"FOXP3","RGPD4"
"FOXP3","SLC9A9"
"FOXP3","RPL31P18"
"FOXP3","LOC285286"
"FOXP3","CCDC66"
"FOXP3","ZNF852"
"FOXP3","TPRG1"
"FOXP3","LOC285453"
"FOXP3","LOC285484"
"FOXP3","LOC285500"
"FOXP3","GPRIN3"
"FOXP3","COX18"
"FOXP3","FRYL"
"FOXP3","RNF175"
"FOXP3","LOC285540"
"FOXP3","ARL10"
"FOXP3","KIAA0825"
