"","source","target","source_genesymbol","target_genesymbol","resource"
"32335","Q16363","COMPLEX:P16144_P23229","Lama4","Itga6_Itgb4","mouseconsensus"
"32336","Q16363","P16070","Lama4","Cd44","mouseconsensus"
"32337","Q16363","Q14118","Lama4","Dag1","mouseconsensus"
"32338","Q16787","COMPLEX:P05556_P17301","Lama3","Itga2_Itgb1","mouseconsensus"
"32339","Q16787","COMPLEX:P05556_P23229","Lama3","Itga6_Itgb1","mouseconsensus"
"32340","Q16787","COMPLEX:P05556_P26006","Lama3","Itga3_Itgb1","mouseconsensus"
"32341","Q16787","COMPLEX:P05556_Q13683","Lama3","Itga7_Itgb1","mouseconsensus"
"32342","Q16787","COMPLEX:P05556_Q13797","Lama3","Itga9_Itgb1","mouseconsensus"
"32343","Q16787","COMPLEX:P06756_P26012","Lama3","Itgav_Itgb8","mouseconsensus"
"32344","Q16787","COMPLEX:P16144_P23229","Lama3","Itga6_Itgb4","mouseconsensus"
"32345","Q16787","P16070","Lama3","Cd44","mouseconsensus"
"32346","Q16787","P34741","Lama3","Sdc2","mouseconsensus"
"32347","Q16787","Q14118","Lama3","Dag1","mouseconsensus"
"32348","Q92752","COMPLEX:P05106_P06756","Tnr","Itgav_Itgb3","mouseconsensus"
"32349","Q92752","COMPLEX:P05106_P08514","Tnr","Itga2b_Itgb3","mouseconsensus"
"32350","Q92752","COMPLEX:P05556_P53708","Tnr","Itga8_Itgb1","mouseconsensus"
"32351","Q92752","COMPLEX:P05556_Q13797","Tnr","Itga9_Itgb1","mouseconsensus"
"32352","Q92752","COMPLEX:P06756_P18564","Tnr","Itgav_Itgb6","mouseconsensus"
"32353","Q92752","P18827","Tnr","Sdc1","mouseconsensus"
"32354","Q9UQP3","COMPLEX:P05106_P06756","Tnn","Itgav_Itgb3","mouseconsensus"
"32355","Q9UQP3","COMPLEX:P05106_P08514","Tnn","Itga2b_Itgb3","mouseconsensus"
"32356","Q9UQP3","COMPLEX:P05556_P53708","Tnn","Itga8_Itgb1","mouseconsensus"
"32357","Q9UQP3","COMPLEX:P05556_Q13797","Tnn","Itga9_Itgb1","mouseconsensus"
"32358","Q9UQP3","COMPLEX:P06756_P18564","Tnn","Itgav_Itgb6","mouseconsensus"
"32359","Q9UQP3","P18827","Tnn","Sdc1","mouseconsensus"
"32360","Q9Y6N6","COMPLEX:P05556_P17301","Lamc3","Itga2_Itgb1","mouseconsensus"
"32361","Q9Y6N6","COMPLEX:P05556_P23229","Lamc3","Itga6_Itgb1","mouseconsensus"
"32362","Q9Y6N6","COMPLEX:P05556_P26006","Lamc3","Itga3_Itgb1","mouseconsensus"
"32363","Q9Y6N6","COMPLEX:P05556_Q13683","Lamc3","Itga7_Itgb1","mouseconsensus"
"32364","Q9Y6N6","COMPLEX:P05556_Q13797","Lamc3","Itga9_Itgb1","mouseconsensus"
"32365","Q9Y6N6","COMPLEX:P06756_P26012","Lamc3","Itgav_Itgb8","mouseconsensus"
"32366","Q9Y6N6","COMPLEX:P16144_P23229","Lamc3","Itga6_Itgb4","mouseconsensus"
"32367","Q9Y6N6","P16070","Lamc3","Cd44","mouseconsensus"
"32368","Q9Y6N6","Q14118","Lamc3","Dag1","mouseconsensus"
"32369","COMPLEX:O75462_Q9UBD9","COMPLEX:P26992_P40189","Clcf1_Crlf1","Cntfr_Il6st","mouseconsensus"
"32370","COMPLEX:P01374_Q06643","P36941","Lta_Ltb","Ltbr","mouseconsensus"
"32371","COMPLEX:P05111_P08476","P27037","Inha_Inhba","Acvr2a","mouseconsensus"
"32372","COMPLEX:P05111_P09529","Q13705","Inha_Inhbb","Acvr2b","mouseconsensus"
"32373","COMPLEX:P08476_P09529","COMPLEX:P27037_P36896","Inhba_Inhbb","Acvr1b_Acvr2a","mouseconsensus"
"32374","COMPLEX:P08476_P09529","COMPLEX:P27037_Q04771","Inhba_Inhbb","Acvr1_Acvr2a","mouseconsensus"
"32375","COMPLEX:P08476_P09529","COMPLEX:P27037_Q8NER5","Inhba_Inhbb","Acvr1c_Acvr2a","mouseconsensus"
"32376","COMPLEX:P08476_P09529","COMPLEX:P36896_Q13705","Inhba_Inhbb","Acvr1b_Acvr2b","mouseconsensus"
"32377","COMPLEX:P08476_P09529","COMPLEX:Q04771_Q13705","Inhba_Inhbb","Acvr1_Acvr2b","mouseconsensus"
"32378","COMPLEX:P08476_P09529","COMPLEX:Q13705_Q8NER5","Inhba_Inhbb","Acvr1c_Acvr2b","mouseconsensus"
"32379","COMPLEX:P09603_Q6ZMJ4","P07333","Csf1_Il34","Csf1r","mouseconsensus"
"32380","COMPLEX:P29459_P29460","COMPLEX:P42701_Q99665","Il12a_Il12b","Il12rb1_Il12rb2","mouseconsensus"
"32381","COMPLEX:P29459_Q14213","COMPLEX:P40189_Q99665","Ebi3_Il12a","Il12rb2_Il6st","mouseconsensus"
"32382","COMPLEX:P29459_Q8NEV9","COMPLEX:Q6UWB1_Q99665","Il12a_Il27","Il12rb2_Il27ra","mouseconsensus"
"32383","COMPLEX:P29460_Q9NPF7","COMPLEX:P42701_Q5VWK5","Il12b_Il23a","Il12rb1_Il23r","mouseconsensus"
"32384","COMPLEX:Q14213_Q8NEV9","COMPLEX:P40189_Q6UWB1","Ebi3_Il27","Il27ra_Il6st","mouseconsensus"
"32385","COMPLEX:Q16552_Q96PD4","COMPLEX:Q8NAC3_Q96F46","Il17a_Il17f","Il17ra_Il17rc","mouseconsensus"
"32386","O00175","P41597","Ccl24","Ccr2","mouseconsensus"
"32387","O00175","P51677","Ccl24","Ccr3","mouseconsensus"
"32388","O00230","P08913","Cort","Adra2a","mouseconsensus"
"32389","O00230","P30872","Cort","Sstr1","mouseconsensus"
"32390","O00230","P30874","Cort","Sstr2","mouseconsensus"
"32391","O00230","P31391","Cort","Sstr4","mouseconsensus"
"32392","O00230","P32745","Cort","Sstr3","mouseconsensus"
"32393","O00230","P35346","Cort","Sstr5","mouseconsensus"
"32394","O00230","P48039","Cort","Mtnr1a","mouseconsensus"
"32395","O00230","Q14831","Cort","Grm7","mouseconsensus"
"32396","O00230","Q92847","Cort","Ghsr","mouseconsensus"
"32397","O00253","O75056","Agrp","Sdc3","mouseconsensus"
"32398","O00253","P32245","Agrp","Mc4r","mouseconsensus"
"32399","O00253","P33032","Agrp","Mc5r","mouseconsensus"
"32400","O00253","P41968","Agrp","Mc3r","mouseconsensus"
"32401","O00292","P27037","Lefty2","Acvr2a","mouseconsensus"
"32402","O00292","P36896","Lefty2","Acvr1b","mouseconsensus"
"32403","O00292","Q13705","Lefty2","Acvr2b","mouseconsensus"
"32404","O00585","P08913","Ccl21b","Adra2a","mouseconsensus"
"32405","O00585","P32248","Ccl21b","Ccr7","mouseconsensus"
"32406","O00585","P46092","Ccl21b","Ccr10","mouseconsensus"
"32407","O00585","P48039","Ccl21b","Mtnr1a","mouseconsensus"
"32408","O00585","P49682","Ccl21b","Cxcr3","mouseconsensus"
"32409","O00585","Q14831","Ccl21b","Grm7","mouseconsensus"
"32410","O00585","Q9NPB9","Ccl21b","Ackr4","mouseconsensus"
"32411","O00626","P51679","Ccl22","Ccr4","mouseconsensus"
"32412","O00634","Q4KMG0","Ntn3","Cdon","mouseconsensus"
"32413","O00634","Q92859","Ntn3","Neo1","mouseconsensus"
"32414","O00744","COMPLEX:O00144_O75197","Wnt10b","Fzd9_Lrp5","mouseconsensus"
"32415","O00744","COMPLEX:O00144_O75581","Wnt10b","Fzd9_Lrp6","mouseconsensus"
"32416","O00744","COMPLEX:O60353_O75197","Wnt10b","Fzd6_Lrp5","mouseconsensus"
"32417","O00744","COMPLEX:O60353_O75581","Wnt10b","Fzd6_Lrp6","mouseconsensus"
"32418","O00744","COMPLEX:O75084_O75197","Wnt10b","Fzd7_Lrp5","mouseconsensus"
"32419","O00744","COMPLEX:O75084_O75581","Wnt10b","Fzd7_Lrp6","mouseconsensus"
"32420","O00744","COMPLEX:O75197_Q13467","Wnt10b","Fzd5_Lrp5","mouseconsensus"
"32421","O00744","COMPLEX:O75197_Q14332","Wnt10b","Fzd2_Lrp5","mouseconsensus"
"32422","O00744","COMPLEX:O75197_Q9H461","Wnt10b","Fzd8_Lrp5","mouseconsensus"
"32423","O00744","COMPLEX:O75197_Q9NPG1","Wnt10b","Fzd3_Lrp5","mouseconsensus"
"32424","O00744","COMPLEX:O75197_Q9ULV1","Wnt10b","Fzd4_Lrp5","mouseconsensus"
"32425","O00744","COMPLEX:O75197_Q9ULW2","Wnt10b","Fzd10_Lrp5","mouseconsensus"
"32426","O00744","COMPLEX:O75197_Q9UP38","Wnt10b","Fzd1_Lrp5","mouseconsensus"
"32427","O00744","COMPLEX:O75581_Q13467","Wnt10b","Fzd5_Lrp6","mouseconsensus"
"32428","O00744","COMPLEX:O75581_Q14332","Wnt10b","Fzd2_Lrp6","mouseconsensus"
"32429","O00744","COMPLEX:O75581_Q9H461","Wnt10b","Fzd8_Lrp6","mouseconsensus"
"32430","O00744","COMPLEX:O75581_Q9NPG1","Wnt10b","Fzd3_Lrp6","mouseconsensus"
"32431","O00744","COMPLEX:O75581_Q9ULV1","Wnt10b","Fzd4_Lrp6","mouseconsensus"
"32432","O00744","COMPLEX:O75581_Q9ULW2","Wnt10b","Fzd10_Lrp6","mouseconsensus"
"32433","O00744","COMPLEX:O75581_Q9UP38","Wnt10b","Fzd1_Lrp6","mouseconsensus"
"32434","O00755","COMPLEX:O00144_O75197","Wnt7a","Fzd9_Lrp5","mouseconsensus"
"32435","O00755","COMPLEX:O00144_O75581","Wnt7a","Fzd9_Lrp6","mouseconsensus"
"32436","O00755","COMPLEX:O60353_O75197","Wnt7a","Fzd6_Lrp5","mouseconsensus"
"32437","O00755","COMPLEX:O60353_O75581","Wnt7a","Fzd6_Lrp6","mouseconsensus"
"32438","O00755","COMPLEX:O75084_O75197","Wnt7a","Fzd7_Lrp5","mouseconsensus"
"32439","O00755","COMPLEX:O75084_O75581","Wnt7a","Fzd7_Lrp6","mouseconsensus"
"32440","O00755","COMPLEX:O75197_Q13467","Wnt7a","Fzd5_Lrp5","mouseconsensus"
"32441","O00755","COMPLEX:O75197_Q14332","Wnt7a","Fzd2_Lrp5","mouseconsensus"
"32442","O00755","COMPLEX:O75197_Q9H461","Wnt7a","Fzd8_Lrp5","mouseconsensus"
"32443","O00755","COMPLEX:O75197_Q9NPG1","Wnt7a","Fzd3_Lrp5","mouseconsensus"
"32444","O00755","COMPLEX:O75197_Q9ULV1","Wnt7a","Fzd4_Lrp5","mouseconsensus"
"32445","O00755","COMPLEX:O75197_Q9ULW2","Wnt7a","Fzd10_Lrp5","mouseconsensus"
"32446","O00755","COMPLEX:O75197_Q9UP38","Wnt7a","Fzd1_Lrp5","mouseconsensus"
"32447","O00755","COMPLEX:O75581_Q13467","Wnt7a","Fzd5_Lrp6","mouseconsensus"
"32448","O00755","COMPLEX:O75581_Q14332","Wnt7a","Fzd2_Lrp6","mouseconsensus"
"32449","O00755","COMPLEX:O75581_Q9H461","Wnt7a","Fzd8_Lrp6","mouseconsensus"
"32450","O00755","COMPLEX:O75581_Q9NPG1","Wnt7a","Fzd3_Lrp6","mouseconsensus"
"32451","O00755","COMPLEX:O75581_Q9ULV1","Wnt7a","Fzd4_Lrp6","mouseconsensus"
"32452","O00755","COMPLEX:O75581_Q9ULW2","Wnt7a","Fzd10_Lrp6","mouseconsensus"
"32453","O00755","COMPLEX:O75581_Q9UP38","Wnt7a","Fzd1_Lrp6","mouseconsensus"
"32454","O00755","O95980","Wnt7a","Reck","mouseconsensus"
"32455","O00755","P01130","Wnt7a","Ldlr","mouseconsensus"
"32456","O14793","COMPLEX:P27037_P36896","Mstn","Acvr1b_Acvr2a","mouseconsensus"
"32457","O14793","COMPLEX:P27037_P36897","Mstn","Acvr2a_Tgfbr1","mouseconsensus"
"32458","O14793","COMPLEX:P36896_Q13705","Mstn","Acvr1b_Acvr2b","mouseconsensus"
"32459","O14793","COMPLEX:P36897_Q13705","Mstn","Acvr2b_Tgfbr1","mouseconsensus"
"32460","O14904","COMPLEX:O00144_O75197","Wnt9a","Fzd9_Lrp5","mouseconsensus"
"32461","O14904","COMPLEX:O00144_O75581","Wnt9a","Fzd9_Lrp6","mouseconsensus"
"32462","O14904","COMPLEX:O60353_O75197","Wnt9a","Fzd6_Lrp5","mouseconsensus"
"32463","O14904","COMPLEX:O60353_O75581","Wnt9a","Fzd6_Lrp6","mouseconsensus"
"32464","O14904","COMPLEX:O75084_O75197","Wnt9a","Fzd7_Lrp5","mouseconsensus"
"32465","O14904","COMPLEX:O75084_O75581","Wnt9a","Fzd7_Lrp6","mouseconsensus"
"32466","O14904","COMPLEX:O75197_Q13467","Wnt9a","Fzd5_Lrp5","mouseconsensus"
"32467","O14904","COMPLEX:O75197_Q14332","Wnt9a","Fzd2_Lrp5","mouseconsensus"
"32468","O14904","COMPLEX:O75197_Q9H461","Wnt9a","Fzd8_Lrp5","mouseconsensus"
"32469","O14904","COMPLEX:O75197_Q9NPG1","Wnt9a","Fzd3_Lrp5","mouseconsensus"
"32470","O14904","COMPLEX:O75197_Q9ULV1","Wnt9a","Fzd4_Lrp5","mouseconsensus"
"32471","O14904","COMPLEX:O75197_Q9ULW2","Wnt9a","Fzd10_Lrp5","mouseconsensus"
"32472","O14904","COMPLEX:O75197_Q9UP38","Wnt9a","Fzd1_Lrp5","mouseconsensus"
"32473","O14904","COMPLEX:O75581_Q13467","Wnt9a","Fzd5_Lrp6","mouseconsensus"
"32474","O14904","COMPLEX:O75581_Q14332","Wnt9a","Fzd2_Lrp6","mouseconsensus"
"32475","O14904","COMPLEX:O75581_Q9H461","Wnt9a","Fzd8_Lrp6","mouseconsensus"
"32476","O14904","COMPLEX:O75581_Q9NPG1","Wnt9a","Fzd3_Lrp6","mouseconsensus"
"32477","O14904","COMPLEX:O75581_Q9ULV1","Wnt9a","Fzd4_Lrp6","mouseconsensus"
"32478","O14904","COMPLEX:O75581_Q9ULW2","Wnt9a","Fzd10_Lrp6","mouseconsensus"
"32479","O14904","COMPLEX:O75581_Q9UP38","Wnt9a","Fzd1_Lrp6","mouseconsensus"
"32480","O14905","COMPLEX:O00144_O75197","Wnt9b","Fzd9_Lrp5","mouseconsensus"
"32481","O14905","COMPLEX:O00144_O75581","Wnt9b","Fzd9_Lrp6","mouseconsensus"
"32482","O14905","COMPLEX:O60353_O75197","Wnt9b","Fzd6_Lrp5","mouseconsensus"
"32483","O14905","COMPLEX:O60353_O75581","Wnt9b","Fzd6_Lrp6","mouseconsensus"
"32484","O14905","COMPLEX:O75084_O75197","Wnt9b","Fzd7_Lrp5","mouseconsensus"
"32485","O14905","COMPLEX:O75084_O75581","Wnt9b","Fzd7_Lrp6","mouseconsensus"
"32486","O14905","COMPLEX:O75197_Q13467","Wnt9b","Fzd5_Lrp5","mouseconsensus"
"32487","O14905","COMPLEX:O75197_Q14332","Wnt9b","Fzd2_Lrp5","mouseconsensus"
"32488","O14905","COMPLEX:O75197_Q9H461","Wnt9b","Fzd8_Lrp5","mouseconsensus"
"32489","O14905","COMPLEX:O75197_Q9NPG1","Wnt9b","Fzd3_Lrp5","mouseconsensus"
"32490","O14905","COMPLEX:O75197_Q9ULV1","Wnt9b","Fzd4_Lrp5","mouseconsensus"
"32491","O14905","COMPLEX:O75197_Q9ULW2","Wnt9b","Fzd10_Lrp5","mouseconsensus"
"32492","O14905","COMPLEX:O75197_Q9UP38","Wnt9b","Fzd1_Lrp5","mouseconsensus"
"32493","O14905","COMPLEX:O75581_Q13467","Wnt9b","Fzd5_Lrp6","mouseconsensus"
"32494","O14905","COMPLEX:O75581_Q14332","Wnt9b","Fzd2_Lrp6","mouseconsensus"
"32495","O14905","COMPLEX:O75581_Q9H461","Wnt9b","Fzd8_Lrp6","mouseconsensus"
"32496","O14905","COMPLEX:O75581_Q9NPG1","Wnt9b","Fzd3_Lrp6","mouseconsensus"
"32497","O14905","COMPLEX:O75581_Q9ULV1","Wnt9b","Fzd4_Lrp6","mouseconsensus"
"32498","O14905","COMPLEX:O75581_Q9ULW2","Wnt9b","Fzd10_Lrp6","mouseconsensus"
"32499","O14905","COMPLEX:O75581_Q9UP38","Wnt9b","Fzd1_Lrp6","mouseconsensus"
"32500","O15041","O14786","Sema3e","Nrp1","mouseconsensus"
"32501","O15041","Q9Y4D7","Sema3e","Plxnd1","mouseconsensus"
"32502","O15123","COMPLEX:P05556_P08648","Angpt2","Itga5_Itgb1","mouseconsensus"
"32503","O15123","P35590","Angpt2","Tie1","mouseconsensus"
"32504","O15123","Q02763","Angpt2","Tek","mouseconsensus"
"32505","O15130","Q9GZQ6","Npff","Npffr1","mouseconsensus"
"32506","O15130","Q9Y5X5","Npff","Npffr2","mouseconsensus"
"32507","O15240","P04629","Vgf","Ntrk1","mouseconsensus"
"32508","O15444","P08913","Ccl25","Adra2a","mouseconsensus"
"32509","O15444","P46092","Ccl25","Ccr10","mouseconsensus"
"32510","O15444","P48039","Ccl25","Mtnr1a","mouseconsensus"
"32511","O15444","P51686","Ccl25","Ccr9","mouseconsensus"
"32512","O15444","Q14831","Ccl25","Grm7","mouseconsensus"
"32513","O15444","Q9NPB9","Ccl25","Ackr4","mouseconsensus"
"32514","O15520","P11362","Fgf10","Fgfr1","mouseconsensus"
"32515","O15520","P21802","Fgf10","Fgfr2","mouseconsensus"
"32516","O15520","Q8N441","Fgf10","Fgfrl1","mouseconsensus"
"32517","O43320","P11362","Fgf16","Fgfr1","mouseconsensus"
"32518","O43320","P21802","Fgf16","Fgfr2","mouseconsensus"
"32519","O43320","P22455","Fgf16","Fgfr4","mouseconsensus"
"32520","O43320","P22607","Fgf16","Fgfr3","mouseconsensus"
"32521","O43323","COMPLEX:Q13635_Q99835","Dhh","Ptch1_Smo","mouseconsensus"
"32522","O43323","COMPLEX:Q99835_Q9Y6C5","Dhh","Ptch2_Smo","mouseconsensus"
"32523","O43323","Q4KMG0","Dhh","Cdon","mouseconsensus"
"32524","O43323","Q9BWV1","Dhh","Boc","mouseconsensus"
"32525","O43612","O43613","Hcrt","Hcrtr1","mouseconsensus"
"32526","O43612","O43614","Hcrt","Hcrtr2","mouseconsensus"
"32527","O43612","Q9Y5X5","Hcrt","Npffr2","mouseconsensus"
"32528","O43827","O75022","Angptl7","Pirb","mouseconsensus"
"32529","O43854","P05106","Edil3","Itgb3","mouseconsensus"
"32530","O43854","P06756","Edil3","Itgav","mouseconsensus"
"32531","O43854","P18084","Edil3","Itgb5","mouseconsensus"
"32532","O43866","P06127","Cd5l","Cd5","mouseconsensus"
"32533","O43927","P08913","Cxcl13","Adra2a","mouseconsensus"
"32534","O43927","P32302","Cxcl13","Cxcr5","mouseconsensus"
"32535","O43927","P46092","Cxcl13","Ccr10","mouseconsensus"
"32536","O43927","P48039","Cxcl13","Mtnr1a","mouseconsensus"
"32537","O43927","P49682","Cxcl13","Cxcr3","mouseconsensus"
"32538","O43927","Q14831","Cxcl13","Grm7","mouseconsensus"
"32539","O43927","Q9NPB9","Cxcl13","Ackr4","mouseconsensus"
"32540","O60258","P11362","Fgf17","Fgfr1","mouseconsensus"
"32541","O60258","P21802","Fgf17","Fgfr2","mouseconsensus"
"32542","O60258","P22455","Fgf17","Fgfr4","mouseconsensus"
"32543","O60258","P22607","Fgf17","Fgfr3","mouseconsensus"
"32544","O60383","COMPLEX:P36896_Q13873","Gdf9","Acvr1b_Bmpr2","mouseconsensus"
"32545","O60383","COMPLEX:P36897_Q13873","Gdf9","Bmpr2_Tgfbr1","mouseconsensus"
"32546","O60383","O00238","Gdf9","Bmpr1b","mouseconsensus"
"32547","O60383","P27037","Gdf9","Acvr2a","mouseconsensus"
"32548","O60383","P36894","Gdf9","Bmpr1a","mouseconsensus"
"32549","O60542","COMPLEX:P07949_Q9GZZ7","Pspn","Gfra4_Ret","mouseconsensus"
"32550","O60542","O00451","Pspn","Gfra2","mouseconsensus"
"32551","O60542","O75056","Pspn","Sdc3","mouseconsensus"
"32552","O60542","P56159","Pspn","Gfra1","mouseconsensus"
"32553","O60565","P35968","Grem1","Kdr","mouseconsensus"
"32554","O75093","P18827","Slit1","Sdc1","mouseconsensus"
"32555","O75093","P35052","Slit1","Gpc1","mouseconsensus"
"32556","O75093","Q9HCK4","Slit1","Robo2","mouseconsensus"
"32557","O75093","Q9NZU0","Slit1","Flrt3","mouseconsensus"
"32558","O75093","Q9Y6N7","Slit1","Robo1","mouseconsensus"
"32559","O75094","Q8WZ75","Slit3","Robo4","mouseconsensus"
"32560","O75094","Q9HCK4","Slit3","Robo2","mouseconsensus"
"32561","O75094","Q9Y6N7","Slit3","Robo1","mouseconsensus"
"32562","O75594","Q9NP99","Pglyrp1","Trem1","mouseconsensus"
"32563","O75610","P27037","Lefty1","Acvr2a","mouseconsensus"
"32564","O75610","P36896","Lefty1","Acvr1b","mouseconsensus"
"32565","O75610","Q13705","Lefty1","Acvr2b","mouseconsensus"
"32566","O76093","P11362","Fgf18","Fgfr1","mouseconsensus"
"32567","O76093","P21802","Fgf18","Fgfr2","mouseconsensus"
"32568","O76093","P22455","Fgf18","Fgfr4","mouseconsensus"
"32569","O76093","P22607","Fgf18","Fgfr3","mouseconsensus"
"32570","O94813","P05067","Slit2","App","mouseconsensus"
"32571","O94813","P18827","Slit2","Sdc1","mouseconsensus"
"32572","O94813","P35052","Slit2","Gpc1","mouseconsensus"
"32573","O94813","P43146","Slit2","Dcc","mouseconsensus"
"32574","O94813","Q8WZ75","Slit2","Robo4","mouseconsensus"
"32575","O94813","Q9HCK4","Slit2","Robo2","mouseconsensus"
"32576","O94813","Q9Y6N7","Slit2","Robo1","mouseconsensus"
"32577","O94898","P00533","Lrig2","Egfr","mouseconsensus"
"32578","O94907","O75096","Dkk1","Lrp4","mouseconsensus"
"32579","O94907","O75197","Dkk1","Lrp5","mouseconsensus"
"32580","O94907","O75581","Dkk1","Lrp6","mouseconsensus"
"32581","O94907","Q8NCW0","Dkk1","Kremen2","mouseconsensus"
"32582","O94907","Q96MU8","Dkk1","Kremen1","mouseconsensus"
"32583","O95025","COMPLEX:O14786_O75051","Sema3d","Nrp1_Plxna2","mouseconsensus"
"32584","O95025","COMPLEX:O14786_P51805","Sema3d","Nrp1_Plxna3","mouseconsensus"
"32585","O95025","COMPLEX:O14786_Q9HCM2","Sema3d","Nrp1_Plxna4","mouseconsensus"
"32586","O95025","COMPLEX:O14786_Q9UIW2","Sema3d","Nrp1_Plxna1","mouseconsensus"
"32587","O95025","COMPLEX:O60462_O75051","Sema3d","Nrp2_Plxna2","mouseconsensus"
"32588","O95025","COMPLEX:O60462_P51805","Sema3d","Nrp2_Plxna3","mouseconsensus"
"32589","O95025","COMPLEX:O60462_Q9HCM2","Sema3d","Nrp2_Plxna4","mouseconsensus"
"32590","O95025","COMPLEX:O60462_Q9UIW2","Sema3d","Nrp2_Plxna1","mouseconsensus"
"32591","O95025","Q9Y4D7","Sema3d","Plxnd1","mouseconsensus"
"32592","O95156","P58400","Nxph2","Nrxn1","mouseconsensus"
"32593","O95157","P58400","Nxph3","Nrxn1","mouseconsensus"
"32594","O95157","Q9P2S2","Nxph3","Nrxn2","mouseconsensus"
"32595","O95390","COMPLEX:P27037_P36896","Gdf11","Acvr1b_Acvr2a","mouseconsensus"
"32596","O95390","COMPLEX:P27037_P36897","Gdf11","Acvr2a_Tgfbr1","mouseconsensus"
"32597","O95390","COMPLEX:P36896_Q13705","Gdf11","Acvr1b_Acvr2b","mouseconsensus"
"32598","O95390","COMPLEX:P36897_Q13705","Gdf11","Acvr2b_Tgfbr1","mouseconsensus"
"32599","O95390","O00238","Gdf11","Bmpr1b","mouseconsensus"
"32600","O95390","P36894","Gdf11","Bmpr1a","mouseconsensus"
"32601","O95390","Q13873","Gdf11","Bmpr2","mouseconsensus"
"32602","O95390","Q9H6X2","Gdf11","Antxr1","mouseconsensus"
"32603","O95393","COMPLEX:P27037_P37023","Bmp10","Acvr2a_Acvrl1","mouseconsensus"
"32604","O95393","COMPLEX:P37023_Q13705","Bmp10","Acvr2b_Acvrl1","mouseconsensus"
"32605","O95393","COMPLEX:P37023_Q13873","Bmp10","Acvrl1_Bmpr2","mouseconsensus"
"32606","O95393","O00238","Bmp10","Bmpr1b","mouseconsensus"
"32607","O95393","O15552","Bmp10","Ffar2","mouseconsensus"
"32608","O95393","P36894","Bmp10","Bmpr1a","mouseconsensus"
"32609","O95393","Q8TDT2","Bmp10","Gpr152","mouseconsensus"
"32610","O95399","Q9UKP6","Uts2","Uts2r","mouseconsensus"
"32611","O95631","O95185","Ntn1","Unc5c","mouseconsensus"
"32612","O95631","P29275","Ntn1","Adora2b","mouseconsensus"
"32613","O95631","P43121","Ntn1","Mcam","mouseconsensus"
"32614","O95631","P43146","Ntn1","Dcc","mouseconsensus"
"32615","O95631","Q6UXZ4","Ntn1","Unc5d","mouseconsensus"
"32616","O95631","Q6ZN44","Ntn1","Unc5a","mouseconsensus"
"32617","O95631","Q8IZJ1","Ntn1","Unc5b","mouseconsensus"
"32618","O95631","Q92859","Ntn1","Neo1","mouseconsensus"
"32619","O95715","P61073","Cxcl14","Cxcr4","mouseconsensus"
"32620","O95750","P11362","Fgf15","Fgfr1","mouseconsensus"
"32621","O95750","P21802","Fgf15","Fgfr2","mouseconsensus"
"32622","O95750","P22455","Fgf15","Fgfr4","mouseconsensus"
"32623","O95750","P22607","Fgf15","Fgfr3","mouseconsensus"
"32624","O95750","Q86Z14","Fgf15","Klb","mouseconsensus"
"32625","O95760","COMPLEX:Q01638_Q9NPH3","Il33","Il1rap_Il1rl1","mouseconsensus"
"32626","O95813","Q9UBG0","Cer1","Mrc2","mouseconsensus"
"32627","O95841","O75022","Angptl1","Pirb","mouseconsensus"
"32628","O95841","Q02763","Angptl1","Tek","mouseconsensus"
"32629","O95897","Q9HCK4","Olfm2","Robo2","mouseconsensus"
"32630","O95970","O75077","Lgi1","Adam23","mouseconsensus"
"32631","O95970","Q9BZR6","Lgi1","Rtn4r","mouseconsensus"
"32632","O95972","COMPLEX:O00238_Q13873","Bmp15","Bmpr1b_Bmpr2","mouseconsensus"
"32633","O95972","P27037","Bmp15","Acvr2a","mouseconsensus"
"32634","O95972","P36894","Bmp15","Bmpr1a","mouseconsensus"
"32635","O96014","O00144","Wnt11","Fzd9","mouseconsensus"
"32636","O96014","O15146","Wnt11","Musk","mouseconsensus"
"32637","O96014","O60353","Wnt11","Fzd6","mouseconsensus"
"32638","O96014","O75084","Wnt11","Fzd7","mouseconsensus"
"32639","O96014","Q13467","Wnt11","Fzd5","mouseconsensus"
"32640","O96014","Q14332","Wnt11","Fzd2","mouseconsensus"
"32641","O96014","Q9H461","Wnt11","Fzd8","mouseconsensus"
"32642","O96014","Q9NPG1","Wnt11","Fzd3","mouseconsensus"
"32643","O96014","Q9ULV1","Wnt11","Fzd4","mouseconsensus"
"32644","O96014","Q9ULW2","Wnt11","Fzd10","mouseconsensus"
"32645","P00738","O00206","Hp","Tlr4","mouseconsensus"
"32646","P00738","P05107","Hp","Itgb2","mouseconsensus"
"32647","P00738","P07306","Hp","Asgr1","mouseconsensus"
"32648","P00738","P07307","Hp","Asgr2","mouseconsensus"
"32649","P00738","P11215","Hp","Itgam","mouseconsensus"
"32650","P00738","P20273","Hp","Cd22","mouseconsensus"
"32651","P00738","Q86VB7","Hp","Cd163","mouseconsensus"
"32652","P00747","O00254","Plg","F2rl2","mouseconsensus"
"32653","P00747","P05107","Plg","Itgb2","mouseconsensus"
"32654","P00747","P05556","Plg","Itgb1","mouseconsensus"
"32655","P00747","P11215","Plg","Itgam","mouseconsensus"
"32656","P00747","P11717","Plg","Igf2r","mouseconsensus"
"32657","P00747","P13726","Plg","F3","mouseconsensus"
"32658","P00747","P17948","Plg","Flt1","mouseconsensus"
